Student_ID,Major_Category,Year_of_Study,Pre_Semester_GPA,Weekly_GenAI_Hours,Primary_Use_Case,Prompt_Engineering_Skill,Tool_Diversity,Paid_Subscription,Traditional_Study_Hours,Perceived_AI_Dependency,Institutional_Policy,Anxiety_Level_During_Exams,Post_Semester_GPA,Skill_Retention_Score,Burnout_Risk_Level
122085,4,3,1.907,31.1,4,0,4,False,11.7,4,2,7,2.118,70.74,0
122086,1,2,3.677,3.15,4,2,2,False,18.31,3,0,3,3.822,66.94,1
122087,2,0,2.793,1.33,2,1,2,True,7.5,5,0,3,2.986,53.32,2
122088,3,0,2.733,8.05,3,0,3,True,18.24,1,1,2,3.298,86.82,1
122089,2,2,3.732,8.12,0,2,2,True,4.12,4,1,7,3.892,64.12,0
122090,1,1,2.316,8.81,3,2,2,False,5.97,5,1,2,2.847,77.16,2
122091,2,2,3.555,3.65,0,0,4,False,11.14,2,1,2,3.581,80.34,1
122092,0,1,3.328,0.17,0,0,5,False,17.28,5,1,9,3.911,84.51,0
122093,2,0,2.371,0.81,0,1,1,False,11.7,2,0,4,2.562,49.19,2
122094,4,3,2.316,29.75,3,2,2,True,3.9,6,0,8,2.355,55.98,0
122095,0,4,3.535,5.75,4,2,1,False,17.95,6,0,2,3.658,65.02,2
122096,1,2,3.708,10.86,4,2,3,True,7.11,7,0,5,4.0,89.17,0
122097,1,4,3.185,7.15,2,1,1,False,13.76,3,1,3,3.696,78.06,2
122098,1,3,2.657,18.41,1,1,3,False,15.15,4,0,7,2.905,70.19,0
122099,1,4,3.687,5.44,3,2,2,True,6.74,3,1,1,3.574,66.81,0
122100,2,2,3.331,12.24,3,2,4,False,1.0,5,0,4,3.279,79.3,2
122101,4,4,3.266,1.99,1,2,3,False,8.17,4,1,6,3.349,83.29,1
122102,0,4,2.987,15.22,0,1,2,True,12.11,7,2,6,3.239,78.6,2
122103,4,0,3.637,15.51,1,0,3,False,18.07,8,0,8,4.0,100.0,1
122104,1,2,3.657,15.84,0,1,2,True,9.65,4,0,3,3.814,84.68,2
122105,4,0,1.663,0.08,4,2,2,False,3.18,3,0,3,1.954,89.25,1
122106,2,4,3.305,1.79,0,1,2,False,3.29,4,1,1,3.32,58.5,0
122107,4,2,3.478,8.95,0,2,4,True,15.36,7,0,6,3.821,97.9,1
122108,1,4,2.775,8.56,3,1,3,False,10.03,5,2,4,3.03,64.38,1
122109,1,2,3.537,2.99,2,0,3,False,18.4,5,2,4,3.6,79.91,2
122110,4,0,3.617,3.9,1,1,1,False,3.89,4,1,1,3.611,57.89,2
122111,2,1,3.06,34.0,4,2,2,True,8.25,7,2,9,3.167,72.72,0
122112,3,3,1.724,8.29,3,2,3,True,13.13,2,0,5,1.979,63.95,0
122113,2,2,2.135,6.53,0,2,1,False,8.19,4,2,2,2.383,88.16,2
122114,0,1,3.161,9.07,3,0,3,False,10.12,5,0,4,3.69,82.94,1
122115,3,1,2.414,0.21,0,1,3,False,20.6,1,0,1,2.964,64.49,1
122116,3,4,3.001,9.5,0,2,3,True,14.36,1,0,1,3.563,60.61,1
122117,3,0,2.915,4.78,1,0,3,False,12.91,2,0,3,3.403,74.79,1
122118,2,4,2.984,1.51,4,2,3,False,12.2,4,0,5,3.411,69.16,2
122119,3,0,2.628,3.29,4,2,1,True,10.38,2,2,2,2.657,88.88,1
122120,0,3,3.088,10.14,2,2,3,True,11.61,3,2,8,3.051,73.31,0
122121,0,2,3.403,6.15,0,1,1,False,6.1,4,2,7,3.315,65.61,2
122122,4,1,2.99,9.4,1,0,4,False,20.98,4,1,3,3.69,100.0,1
122123,3,2,3.358,2.23,4,0,4,False,2.12,1,0,6,3.309,53.02,1
122124,0,3,3.154,3.66,0,2,2,False,12.5,4,0,8,3.382,82.28,1
122125,0,4,3.102,3.3,1,2,5,True,17.81,1,1,5,3.292,64.38,1
122126,4,2,3.587,11.5,1,0,4,False,12.25,4,1,7,3.756,99.08,2
122127,4,2,3.085,19.3,0,2,3,True,10.11,3,1,7,3.519,79.03,1
122128,3,3,3.092,5.03,4,0,3,False,8.79,1,1,1,3.252,55.7,1
122129,1,3,2.345,7.11,2,0,4,True,5.71,2,1,3,2.579,86.18,1
122130,2,4,2.799,3.25,0,1,3,True,14.0,4,1,1,2.976,69.15,2
122131,0,4,2.695,1.47,0,0,5,True,20.07,2,1,1,3.31,65.97,1
122132,4,0,2.252,1.31,1,0,4,False,11.92,1,0,5,2.456,98.67,2
122133,2,3,3.274,0.55,0,1,2,True,17.6,3,1,1,3.536,51.12,2
122134,2,4,3.826,6.77,2,2,1,True,9.8,1,1,3,4.0,87.48,2
122135,2,4,3.914,12.09,4,1,2,True,16.94,5,1,2,4.0,69.3,1
122136,2,3,3.469,3.96,0,2,3,False,16.52,5,1,7,3.869,70.72,2
122137,4,4,3.643,40.0,1,2,3,True,14.03,7,2,7,3.755,72.44,0
122138,4,4,3.695,7.73,1,2,1,False,13.91,2,2,5,4.0,78.18,1
122139,1,3,3.025,12.23,3,1,1,False,6.56,5,1,5,3.435,50.73,1
122140,3,1,3.412,6.41,4,0,5,True,1.0,2,1,3,3.612,67.11,1
122141,1,0,3.244,26.03,3,1,3,False,9.52,4,2,9,3.213,41.92,0
122142,4,3,3.175,6.59,0,0,4,True,18.68,2,1,6,3.666,86.63,1
122143,4,0,2.884,17.23,3,2,3,True,12.06,4,1,5,2.988,74.67,2
122144,0,4,3.321,6.94,2,0,3,False,12.45,2,2,5,3.509,81.02,1
122145,3,4,3.298,1.43,0,1,1,True,9.19,1,1,1,3.327,68.76,2
122146,2,3,3.657,3.38,0,1,1,False,8.96,7,1,1,3.69,70.93,2
122147,4,1,2.423,1.27,1,2,3,False,4.42,1,0,6,2.593,59.42,2
122148,1,0,2.914,2.59,4,2,2,False,4.05,3,0,1,2.707,79.47,1
122149,0,3,3.759,0.65,2,1,1,True,6.94,1,0,1,3.9,81.76,1
122150,2,4,3.628,2.03,4,1,2,False,14.33,4,2,4,3.841,81.35,2
122151,1,1,2.802,4.43,3,2,3,False,6.97,1,2,5,2.928,73.45,0
122152,1,4,3.392,2.0,1,2,3,False,11.41,2,1,5,3.597,76.17,2
122153,3,3,2.612,1.18,1,1,2,False,8.68,4,1,4,2.821,80.34,1
122154,4,0,3.496,3.73,3,2,2,False,3.81,3,1,5,3.622,62.68,2
122155,3,1,3.342,0.53,4,0,3,False,12.0,1,0,3,3.413,99.25,0
122156,2,0,3.378,3.42,4,2,4,False,10.81,2,0,5,3.5,63.42,1
122157,1,4,2.233,5.96,3,1,3,False,6.97,1,1,4,2.498,73.1,2
122158,1,3,3.433,2.44,3,0,4,True,15.07,4,1,4,3.642,92.98,0
122159,2,1,3.175,0.55,0,0,4,False,8.78,3,2,3,3.379,85.78,1
122160,1,1,3.206,16.35,3,0,3,True,9.45,5,1,6,3.315,76.79,1
122161,2,0,3.144,13.37,0,0,5,True,9.54,7,1,4,3.239,77.37,2
122162,4,4,3.251,0.26,1,0,4,True,1.0,1,1,4,3.565,95.3,2
122163,2,1,3.462,0.21,0,1,2,False,16.65,1,1,2,3.969,68.77,1
122164,1,0,3.253,28.48,4,2,1,True,7.18,7,1,4,3.488,66.45,2
122165,4,3,2.592,3.2,1,0,3,True,11.07,3,2,4,3.326,74.43,2
122166,3,2,2.461,6.44,1,1,2,True,9.48,5,0,5,2.723,64.54,2
122167,4,3,2.879,40.0,3,1,2,True,20.64,9,0,7,3.516,54.4,0
122168,2,2,2.537,10.56,0,1,1,True,10.22,3,2,8,2.634,44.99,2
122169,4,2,3.439,4.7,1,0,3,False,23.69,5,1,6,4.0,100.0,2
122170,1,3,3.553,8.73,4,0,5,False,1.07,4,1,6,3.549,84.18,2
122171,2,2,3.032,5.5,3,2,2,False,4.19,3,1,8,3.061,72.38,0
122172,2,3,2.844,8.11,0,1,2,False,9.98,2,0,5,3.05,71.79,1
122173,4,2,2.455,13.37,1,1,3,True,5.8,4,0,4,2.615,43.34,0
122174,4,3,2.865,14.07,1,1,2,True,4.39,7,1,8,2.986,73.33,2
122175,0,3,3.399,23.99,0,0,4,True,10.89,7,0,8,3.925,100.0,0
122176,1,3,2.716,13.65,3,0,3,False,12.11,3,1,2,3.004,100.0,2
122177,2,1,2.436,0.67,0,1,2,False,18.98,3,1,4,2.427,66.85,2
122178,4,4,3.427,8.43,1,2,3,False,1.0,2,0,4,3.501,75.84,1
122179,0,3,3.333,8.48,0,1,3,True,9.66,2,1,4,3.487,90.58,2
122180,4,1,2.786,9.47,1,1,3,False,1.0,2,2,3,3.1,73.58,0
122181,3,4,2.945,1.45,1,1,2,False,12.81,1,0,6,3.231,67.6,1
122182,2,3,3.658,0.98,1,0,3,False,7.35,1,2,5,3.975,100.0,2
122183,2,4,2.685,0.8,1,0,3,False,9.05,2,1,5,2.581,73.9,1
122184,1,0,2.789,2.1,0,1,2,False,12.97,1,1,3,2.628,59.26,2
122185,3,2,3.162,2.45,4,0,3,False,9.54,1,0,6,3.328,78.01,1
122186,2,3,2.935,7.57,1,0,3,True,6.17,4,0,3,3.421,76.06,2
122187,2,4,2.806,2.3,0,1,3,True,13.14,1,1,4,3.191,60.61,2
122188,2,4,2.362,2.92,0,1,3,True,4.54,3,1,8,2.34,48.13,1
122189,3,4,3.469,0.92,1,1,2,True,5.65,5,1,7,3.435,67.51,1
122190,1,0,3.398,12.2,1,1,2,True,13.29,2,1,1,3.679,89.04,0
122191,4,2,3.235,24.56,1,0,5,False,14.55,7,2,9,3.729,100.0,0
122192,4,4,3.665,1.09,1,0,3,False,12.43,3,0,3,4.0,94.67,2
122193,4,1,2.558,3.32,1,2,3,True,1.0,4,2,3,2.72,84.54,2
122194,4,4,3.636,4.81,3,1,1,True,18.31,4,1,2,3.758,67.97,2
122195,4,2,2.721,13.52,0,2,3,True,20.25,3,0,1,3.254,83.3,0
122196,1,4,3.792,8.36,3,0,4,False,5.33,4,0,5,3.846,86.43,2
122197,4,1,3.521,21.58,3,2,3,True,17.89,6,1,5,3.925,77.28,2
122198,2,2,3.652,14.07,0,0,4,False,17.02,3,0,3,4.0,92.68,2
122199,1,2,2.836,10.22,1,2,2,True,2.69,4,0,6,2.862,84.6,2
122200,4,3,3.021,31.88,2,1,1,False,14.95,7,2,9,2.79,57.31,0
122201,4,0,3.45,3.91,1,1,2,False,19.12,5,1,2,3.761,50.5,2
122202,4,0,2.498,4.83,1,2,4,False,8.42,3,1,2,2.534,72.88,2
122203,4,2,2.406,1.65,1,1,3,False,16.56,1,1,3,2.865,68.29,2
122204,0,2,3.36,11.15,0,2,2,False,21.81,4,1,3,3.799,87.51,2
122205,1,4,3.018,7.58,0,0,5,True,18.65,3,1,4,3.162,76.68,1
122206,4,2,3.692,2.43,0,0,3,True,15.67,3,1,8,4.0,84.3,0
122207,2,2,3.835,14.32,0,1,2,True,18.58,5,2,6,4.0,62.98,0
122208,4,1,2.495,1.03,1,0,3,True,14.2,4,2,6,3.063,76.79,2
122209,1,2,3.048,5.58,3,1,1,True,7.67,1,1,2,3.183,74.53,1
122210,1,2,2.583,6.72,1,2,4,False,7.27,1,0,4,2.618,57.83,1
122211,2,0,3.05,3.48,4,1,2,False,11.97,2,1,5,3.338,63.34,2
122212,2,4,3.177,0.71,0,0,5,False,2.32,2,1,3,3.203,95.26,2
122213,4,4,3.743,12.68,0,1,1,True,14.59,4,0,6,3.83,81.27,1
122214,1,2,3.631,2.14,3,1,3,False,6.86,2,2,1,3.588,79.94,2
122215,3,3,3.658,10.35,1,1,3,False,4.56,3,0,4,3.992,81.98,0
122216,3,3,3.038,36.19,4,2,3,True,14.05,10,1,10,3.367,62.67,0
122217,4,3,3.05,6.58,1,2,1,False,13.19,4,2,2,3.271,77.01,0
122218,1,4,3.158,16.33,4,2,3,True,15.54,5,1,5,3.5,89.21,2
122219,1,4,3.279,3.41,1,0,3,False,15.63,1,1,3,3.888,100.0,2
122220,3,0,3.131,7.78,1,1,3,True,15.39,3,1,4,3.451,51.19,2
122221,4,1,3.254,0.74,1,2,5,True,10.05,3,2,5,3.364,69.96,2
122222,1,3,3.572,0.87,3,1,2,True,16.28,3,2,3,3.917,83.54,1
122223,4,0,2.882,11.01,1,2,4,False,15.29,4,0,5,3.127,59.85,2
122224,1,4,3.22,16.88,2,1,3,True,2.66,5,0,5,3.076,72.89,2
122225,2,0,3.291,0.54,1,1,3,True,5.29,2,1,2,3.172,57.61,1
122226,0,1,3.755,15.07,4,0,3,False,15.59,4,0,8,4.0,88.46,1
122227,0,4,3.275,8.38,0,1,2,False,9.72,2,2,2,3.512,47.24,2
122228,2,2,3.694,4.57,0,1,3,False,11.35,4,1,4,4.0,73.89,1
122229,1,4,2.702,8.25,0,2,3,False,9.93,6,2,5,2.821,68.98,2
122230,4,2,2.664,25.0,1,0,4,True,7.62,7,1,4,3.218,97.01,0
122231,2,1,3.774,8.39,3,2,3,False,7.1,2,1,2,3.92,67.25,1
122232,2,4,3.329,22.11,2,0,3,True,14.8,6,1,6,3.194,49.39,0
122233,4,4,3.232,10.8,3,2,4,True,10.41,2,0,6,3.535,79.39,2
122234,3,4,3.209,5.16,4,1,3,True,6.49,3,2,4,3.215,65.78,2
122235,4,0,3.419,9.55,0,2,3,True,8.27,2,0,6,3.442,80.24,1
122236,1,3,3.609,7.42,4,1,2,False,14.27,5,1,4,3.976,78.73,2
122237,3,4,3.578,1.57,4,0,3,False,1.0,3,0,6,3.82,53.93,1
122238,3,2,3.474,7.15,4,1,2,True,11.52,4,2,3,3.766,85.05,2
122239,0,3,3.514,7.09,0,2,2,False,15.91,6,1,6,3.832,75.12,2
122240,4,0,2.758,12.13,1,2,4,False,15.9,5,0,2,2.987,65.1,2
122241,0,3,1.756,6.13,2,0,5,False,11.04,2,0,2,1.925,77.73,2
122242,4,2,3.09,40.0,1,0,5,False,12.48,10,1,6,3.711,73.82,0
122243,3,0,3.535,0.21,1,2,2,False,5.53,2,1,1,3.49,81.78,2
122244,1,0,3.735,3.08,3,1,2,False,17.7,1,0,3,3.71,75.51,1
122245,0,2,3.224,1.77,0,2,4,False,17.73,1,2,3,3.542,69.13,1
122246,4,4,3.492,14.87,1,1,1,False,4.31,4,0,6,3.502,86.05,1
122247,1,2,3.017,2.15,1,0,5,True,10.21,2,1,1,3.232,84.18,2
122248,0,2,3.704,0.35,2,1,1,False,7.24,1,0,1,3.74,58.36,1
122249,0,0,3.671,8.05,3,1,2,False,8.78,3,0,2,3.858,85.88,2
122250,4,3,2.742,2.86,1,0,3,False,11.38,2,0,6,3.13,89.53,0
122251,3,3,3.519,13.88,4,1,3,False,17.03,2,0,3,3.71,47.9,0
122252,4,0,2.977,4.11,0,1,1,False,13.39,6,1,6,3.182,86.35,1
122253,1,4,3.103,2.89,3,0,4,False,7.28,2,1,4,3.164,93.75,2
122254,1,4,2.008,7.53,0,1,3,False,14.87,5,2,1,2.39,76.68,1
122255,4,2,3.362,4.73,0,2,3,True,13.38,2,1,3,3.655,65.39,2
122256,4,2,3.25,9.94,0,0,4,True,9.7,2,1,6,3.525,69.58,2
122257,0,0,3.693,2.41,3,0,4,False,9.02,2,1,4,3.714,95.19,1
122258,2,0,3.54,8.55,4,0,5,False,8.23,5,1,4,3.533,52.24,2
122259,4,3,3.473,7.34,3,1,2,True,13.43,3,0,4,3.791,71.83,1
122260,0,3,2.994,4.5,0,1,3,False,5.36,4,2,5,3.178,73.0,0
122261,0,2,3.837,4.8,1,0,3,False,12.14,3,1,3,3.905,92.81,2
122262,1,2,3.189,1.59,3,1,1,True,15.78,1,0,2,3.477,64.41,2
122263,4,4,3.772,6.64,1,0,5,False,10.62,1,0,3,4.0,91.1,1
122264,4,4,3.121,5.9,3,1,3,True,14.41,2,1,1,3.37,32.87,0
122265,1,4,2.799,3.04,0,1,3,True,9.37,4,1,2,2.908,81.0,0
122266,1,3,3.454,6.27,2,0,3,True,12.94,5,0,6,3.763,94.65,2
122267,1,2,3.582,5.94,3,1,1,False,10.78,5,2,5,3.866,67.55,2
122268,0,3,2.659,1.08,1,0,4,False,15.76,1,2,2,3.101,100.0,1
122269,2,2,3.061,34.0,0,1,2,True,5.45,5,1,5,3.145,67.52,0
122270,4,2,3.136,8.83,2,2,2,False,13.87,3,2,2,3.523,91.65,2
122271,3,4,3.585,7.87,4,2,1,False,7.13,3,2,5,3.698,71.42,1
122272,1,4,3.57,6.6,3,1,3,True,5.54,2,0,4,3.392,91.12,1
122273,1,1,2.005,2.9,3,2,3,True,16.46,1,1,3,2.447,68.04,0
122274,3,2,3.337,5.9,3,1,2,True,1.6,4,1,3,3.309,79.65,1
122275,3,2,3.62,0.07,4,1,2,False,13.48,3,0,4,3.809,58.46,1
122276,1,0,2.318,4.18,4,0,5,False,11.78,4,2,5,2.759,78.5,2
122277,4,3,3.559,18.04,1,0,4,False,10.65,6,1,4,4.0,100.0,2
122278,3,3,3.767,11.12,4,0,3,False,15.63,4,2,5,4.0,89.49,2
122279,1,3,3.361,1.65,3,0,4,True,15.61,1,1,4,3.724,80.85,1
122280,2,0,2.896,6.65,0,0,3,False,19.14,2,1,5,2.912,86.46,1
122281,1,4,2.212,15.76,0,1,1,True,8.59,4,1,1,2.145,63.4,0
122282,2,4,3.766,3.07,0,0,3,False,22.25,4,2,9,4.0,72.32,2
122283,3,3,3.903,3.91,4,2,3,False,8.62,4,1,9,4.0,70.12,1
122284,2,1,3.803,5.75,0,0,5,True,17.47,4,2,1,4.0,59.12,2
122285,0,4,3.373,12.44,1,1,2,True,11.44,5,2,9,3.678,65.38,1
122286,0,2,3.008,1.83,0,1,2,False,5.98,1,1,7,2.995,73.87,0
122287,0,0,3.733,17.95,0,2,1,False,2.8,5,2,8,3.872,68.71,0
122288,1,0,3.329,2.51,4,1,3,False,18.32,4,1,1,3.407,81.72,2
122289,0,0,3.127,0.23,3,1,3,True,15.8,3,1,1,3.389,79.89,1
122290,2,3,2.489,3.87,0,1,1,False,7.95,3,1,3,2.812,72.78,2
122291,4,0,3.747,3.47,1,1,3,False,9.6,5,1,7,4.0,56.86,1
122292,0,3,2.511,8.95,1,1,2,False,20.22,1,1,2,2.881,72.32,1
122293,2,2,3.365,16.23,1,2,2,False,5.9,4,0,3,3.439,49.56,0
122294,4,3,2.422,3.58,1,0,4,False,18.99,2,1,4,3.085,90.87,2
122295,4,1,3.363,10.73,1,2,4,True,5.71,4,1,6,3.616,79.82,2
122296,4,1,1.875,0.01,1,0,3,True,3.05,1,0,5,2.336,93.96,0
122297,0,2,2.875,7.55,0,1,3,False,8.41,2,1,3,3.073,67.03,1
122298,1,3,2.428,2.29,3,2,2,True,3.89,1,2,1,2.502,70.88,2
122299,4,3,2.665,10.26,0,1,2,False,21.98,2,1,1,3.117,79.14,2
122300,0,0,2.699,12.05,0,1,3,False,12.68,3,1,1,2.982,60.79,2
122301,4,4,3.276,1.98,1,0,4,True,8.19,5,0,5,3.407,83.77,0
122302,0,1,2.187,2.42,0,1,3,False,14.87,3,1,5,2.605,77.81,1
122303,2,3,2.22,5.58,1,2,2,False,12.35,2,1,2,2.522,80.87,2
122304,1,4,2.318,1.56,3,1,3,True,2.01,4,1,6,2.339,70.38,2
122305,2,4,3.485,3.04,1,2,5,True,5.79,4,0,8,3.895,79.28,1
122306,2,4,3.48,3.93,0,1,2,False,11.7,4,0,2,3.791,77.45,1
122307,0,4,3.716,1.15,0,1,1,True,15.56,2,0,3,3.956,80.56,0
122308,4,1,2.964,20.27,1,0,4,False,9.52,6,1,5,3.102,94.32,0
122309,3,2,3.114,3.49,4,0,5,False,8.58,1,2,4,3.154,88.67,1
122310,1,4,3.135,12.68,0,0,3,False,6.56,8,2,9,3.12,83.63,0
122311,2,4,2.586,5.8,2,1,2,False,9.38,3,2,3,2.667,65.21,0
122312,1,1,3.742,4.85,1,0,3,False,12.87,5,1,3,4.0,100.0,2
122313,4,1,2.498,33.74,0,1,2,True,9.07,6,1,4,2.88,70.88,0
122314,1,4,3.382,17.14,2,2,3,True,22.85,3,0,2,3.494,80.13,2
122315,3,2,3.436,11.27,4,2,3,True,15.77,5,0,4,3.566,69.15,0
122316,4,1,3.029,6.56,1,2,3,True,17.8,2,2,4,3.539,100.0,2
122317,1,2,2.863,1.24,3,2,2,True,9.76,2,1,5,3.098,76.53,1
122318,2,2,3.603,8.97,4,2,1,False,18.67,3,2,4,3.861,74.49,2
122319,1,2,2.458,13.23,1,2,4,True,9.26,3,0,7,2.592,49.97,1
122320,4,0,3.389,6.18,4,1,2,False,7.31,1,1,5,3.469,76.1,1
122321,2,4,2.658,5.92,0,1,1,False,11.58,1,1,4,3.037,58.13,1
122322,3,3,3.547,25.67,4,1,2,True,12.12,8,2,10,3.86,49.68,0
122323,4,1,2.324,0.37,3,2,3,False,11.66,1,0,1,2.532,86.74,0
122324,1,2,3.242,10.87,2,2,2,True,7.39,2,0,7,3.436,77.42,1
122325,1,0,3.734,3.1,0,0,4,True,22.42,4,1,8,4.0,75.96,1
122326,1,2,2.734,1.1,3,0,4,True,6.34,3,0,6,2.921,55.27,1
122327,1,2,3.589,8.12,3,2,1,False,14.08,3,0,4,3.891,64.58,1
122328,1,0,2.402,1.63,0,1,3,True,3.22,4,1,2,2.298,62.38,1
122329,4,4,3.431,2.94,1,2,4,False,9.47,2,2,4,3.574,85.4,1
122330,3,2,3.571,4.58,4,1,2,False,13.9,6,1,6,3.544,70.72,2
122331,0,4,3.197,2.68,2,1,3,True,5.46,1,1,1,3.222,56.08,1
122332,4,4,3.389,9.58,2,0,5,False,14.44,4,1,7,3.734,80.38,1
122333,2,4,3.888,11.43,3,1,2,False,11.72,3,1,4,4.0,69.6,0
122334,0,2,3.779,1.11,4,1,3,False,16.78,3,0,2,3.895,82.55,2
122335,3,2,3.517,2.14,0,2,5,False,14.22,2,1,1,3.775,78.52,2
122336,3,2,3.243,7.15,4,2,4,False,10.12,6,0,7,3.176,80.0,1
122337,3,0,3.266,4.64,4,0,4,False,5.02,4,0,1,3.375,81.54,1
122338,4,0,2.876,16.43,4,1,2,False,21.07,6,1,4,3.153,79.65,0
122339,3,0,3.283,10.36,3,2,3,True,3.31,4,0,3,3.539,76.43,1
122340,3,0,3.664,4.79,4,2,3,False,8.83,4,0,4,4.0,90.88,1
122341,2,4,2.411,4.66,1,0,3,False,15.96,1,0,4,2.975,97.79,1
122342,2,0,3.555,5.7,0,1,2,False,11.38,2,1,4,3.874,78.42,2
122343,2,3,2.81,16.63,0,0,4,True,14.49,6,1,8,3.227,83.99,2
122344,1,3,3.496,12.45,3,1,1,False,7.39,3,0,4,3.779,56.47,1
122345,4,0,3.319,0.6,1,0,3,False,14.34,3,1,4,3.967,91.9,2
122346,4,0,3.379,21.24,1,0,4,True,8.33,5,2,6,4.0,72.23,0
122347,4,0,2.767,11.99,1,1,1,False,1.0,3,1,3,2.788,81.46,2
122348,2,4,2.746,5.43,0,2,1,False,5.18,3,2,6,3.002,68.31,1
122349,4,4,3.226,5.15,0,2,2,True,20.54,1,1,7,3.46,73.14,2
122350,0,0,2.851,26.68,3,1,2,True,14.78,4,1,4,2.923,61.62,2
122351,4,2,3.402,2.14,2,1,2,True,14.84,4,0,3,3.63,63.48,1
122352,3,1,3.848,4.47,2,2,2,False,16.39,5,1,6,4.0,83.17,1
122353,3,2,3.147,12.83,2,1,3,True,8.19,4,0,7,3.497,53.77,0
122354,3,0,3.65,4.76,4,1,1,False,5.6,3,2,3,3.75,85.24,1
122355,1,2,3.767,12.56,0,1,1,False,6.06,4,1,4,3.779,82.51,2
122356,4,2,3.86,1.22,3,1,1,False,6.74,3,2,8,3.67,62.76,1
122357,2,1,3.505,0.39,0,2,1,True,13.36,2,2,2,3.787,91.78,1
122358,4,4,3.794,0.22,4,2,4,True,20.12,1,1,6,3.943,80.88,2
122359,3,3,3.497,2.26,3,2,1,False,11.17,2,1,8,3.885,74.54,1
122360,2,0,2.302,0.68,0,0,4,True,21.91,2,1,4,2.321,94.99,1
122361,1,3,3.013,9.39,3,1,2,False,9.91,5,1,4,3.372,79.1,1
122362,0,0,3.268,8.02,0,2,3,False,10.33,1,1,1,3.537,75.99,0
122363,3,4,2.634,0.07,0,0,5,True,13.82,5,0,4,2.909,68.44,2
122364,0,1,3.257,8.11,0,0,4,True,9.59,4,0,1,3.571,85.56,2
122365,1,3,3.115,17.7,1,0,3,False,12.47,4,1,6,3.616,84.4,0
122366,2,1,3.481,4.89,2,2,3,False,18.42,6,1,7,3.691,62.44,2
122367,1,2,3.903,1.78,1,2,3,True,15.26,1,1,1,4.0,87.57,1
122368,4,2,3.457,3.7,0,2,4,False,7.38,2,0,1,3.638,88.4,1
122369,3,2,3.683,8.96,3,2,5,False,11.85,4,1,2,4.0,95.33,2
122370,1,2,3.356,4.87,3,1,2,False,9.58,4,0,5,3.54,96.51,1
122371,4,2,3.891,2.45,3,0,4,True,16.11,4,2,5,4.0,99.16,2
122372,3,0,2.924,12.2,4,1,2,False,12.09,3,1,1,2.967,64.76,2
122373,2,0,2.649,0.8,3,1,2,False,19.95,1,0,4,3.1,77.31,2
122374,0,0,2.492,5.01,1,2,2,True,12.8,3,1,5,2.78,77.16,2
122375,0,4,3.754,10.71,2,1,3,False,9.42,3,0,4,3.774,60.88,2
122376,0,2,3.678,0.74,0,2,4,False,9.75,2,1,8,4.0,58.27,2
122377,4,3,3.955,6.55,4,1,3,False,6.92,3,0,4,4.0,80.38,1
122378,4,0,3.28,0.78,3,2,3,False,7.71,3,2,5,3.372,64.3,1
122379,3,2,3.122,7.68,3,1,2,True,6.95,5,1,5,3.357,62.47,2
122380,3,4,3.346,3.79,0,1,2,False,7.7,3,0,1,3.567,66.27,0
122381,2,2,3.339,9.91,0,2,3,True,16.51,4,0,2,3.789,73.95,2
122382,2,2,2.317,1.31,0,2,4,True,4.51,1,0,3,2.564,52.77,1
122383,4,2,3.407,40.0,2,2,4,True,24.15,10,1,6,3.112,51.72,0
122384,3,0,3.139,1.41,4,2,3,False,11.45,3,0,3,3.397,70.9,1
122385,4,3,2.515,2.48,1,0,4,False,9.12,2,2,1,2.834,90.87,2
122386,4,3,3.356,27.79,1,2,3,False,11.12,8,1,5,3.387,59.77,0
122387,1,1,2.831,2.98,3,2,2,False,12.2,2,1,9,3.2,65.39,2
122388,4,2,2.159,19.14,3,2,1,True,9.36,6,0,5,2.205,92.42,2
122389,3,3,3.28,8.99,4,1,2,True,4.48,3,2,6,3.353,82.92,1
122390,4,3,3.054,2.8,1,2,4,True,10.75,2,2,3,3.392,68.96,1
122391,4,0,3.507,38.56,1,0,4,True,8.88,8,2,10,3.879,86.53,0
122392,1,3,3.565,5.67,3,2,2,True,21.58,1,0,5,3.938,68.42,1
122393,2,4,3.632,1.53,2,1,3,False,11.04,2,1,1,3.768,53.37,1
122394,4,3,2.982,16.25,1,1,2,False,11.37,4,1,3,3.132,80.47,2
122395,2,2,2.852,13.48,3,1,3,True,13.72,6,1,3,3.166,65.19,2
122396,2,2,3.619,12.74,3,1,1,True,6.3,3,0,3,3.532,81.97,2
122397,3,4,3.268,16.64,4,1,2,True,8.36,6,0,5,3.354,84.65,2
122398,4,3,3.123,7.19,1,2,3,True,7.63,1,0,6,3.315,97.59,1
122399,3,0,2.952,8.31,4,2,1,False,14.37,3,1,6,3.177,75.79,2
122400,1,3,3.161,7.99,1,2,3,False,20.58,2,1,3,3.501,78.44,2
122401,4,0,3.128,4.99,1,1,2,False,14.33,5,1,2,3.256,66.25,1
122402,4,4,3.483,0.07,1,2,3,True,10.43,1,0,8,3.665,82.43,2
122403,1,0,2.55,15.71,0,2,2,True,20.52,2,0,1,2.898,62.47,1
122404,4,4,2.712,18.28,1,2,2,True,7.5,7,1,4,3.128,72.21,0
122405,2,4,3.663,9.31,0,2,5,False,3.91,2,1,8,3.863,90.0,1
